,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10
0,0.9822378954241636,0.5871335047393801,0.9053741180195335,0.18251915347768416,0.6425989426636558,0.12044333028877376,0.7114273989666288,0.7532130644128252,0.7383825697435804,0.9873824568033749
1,0.645388511539812,0.263520492784179,0.7471276203557434,0.020169565487743277,0.5419307614747086,0.03174345296259644,0.09781587305027964,0.44366561819730294,0.635402182267698,0.32802964621609976
2,0.04147111586482346,0.6674034690523046,0.5541436632822514,0.25435099013244117,0.5021701432669534,0.6485119803231885,0.7475706046090432,0.6314902260259859,0.3153133649281477,0.40306282513353026
3,0.5333453410290419,0.45183508693388796,0.12758199828456368,0.991996603458747,0.08512759406691359,0.3029458750413903,0.8729017744706737,0.5404880754734018,0.18314580933639807,0.6837875796989115
4,0.9361731810486008,0.13884863954198548,0.6451298353860554,0.0716787921145519,0.8651868902402584,0.3784342569989699,0.47028136883468885,0.7746654116723725,0.5669064968660508,0.5353714137647811
5,0.28447708368124464,0.5491004972179923,0.7628563118680975,0.7412637716500069,0.2982759577736882,0.07780048976749684,0.8840972453514043,0.8105009218002837,0.8774111603329476,0.30007172270719557
6,0.6200844732441444,0.019649474609869523,0.7927614470815622,0.8612145276377922,0.33215231311052507,0.028426982674933175,0.10785249955828094,0.5189371808403878,0.2953218161593592,0.5105740542009823
7,0.6731929155453209,0.08618179742742302,0.06650917830496347,0.7230751562827532,0.15188684119332266,0.5070249290645743,0.21336692545701313,0.00959767315187679,0.9999483811711583,0.9951895991034123
8,0.6017571411564469,0.4825330758594848,0.07910187450788556,0.34703592510762243,0.019694562151804155,0.6445883984597917,0.5914853999968966,0.005738322187250493,0.5932040983383492,0.6885198969914785
9,0.40897304650793714,0.5942233594987055,0.20670326352470658,0.4958573503052408,0.17855816371282515,0.3294790060826772,0.4807498093781228,0.8108917422575806,0.9228700257762253,0.1545360205099049
10,0.34628128763990607,0.05156690935067127,0.2592926814921833,0.9102884398500631,0.9919296843328903,0.34792480274476717,0.8078568025818404,0.9009094188381747,0.9282813142227921,0.001198576189316839
11,0.5171457075446723,0.7312974077026404,0.12702167183784147,0.6180885798816306,0.3310094133348138,0.024421374220794812,0.16529801691912063,0.36379431742594803,0.8892925246220991,0.05448161338036576
12,0.7786012649106185,0.13648552103828615,0.0923731370249399,0.09144003129932829,0.11038318850448768,0.5925120670691613,0.8827212044578948,0.04722796137917112,0.07172033329179411,0.08287931048947018
13,0.13886989545389888,0.5940652018073805,0.7670305207643171,0.5336951118676089,0.8515763080780706,0.3858286523799611,0.38839190073612034,0.7114401515939378,0.5815950184754015,0.6331323059691427
14,0.5214499106709878,0.4874352991090388,0.017094676173431335,0.857772801359248,0.8868503937937172,0.340053805541717,0.3688897300023504,0.03009777384285838,0.8827295270481705,0.6491661725814126
15,0.8116679120279618,0.16923820615298002,0.6924397034850647,0.664783218573374,0.8090521385473727,0.1966393531109291,0.14172803198640013,0.7129718245023052,0.017864275682825035,0.5229230528365271
16,0.25686421316960445,0.8376565524744488,0.7928726786208191,0.5501510939637602,0.3901511893240982,0.26035222237380806,0.9028454674807496,0.08937161662813643,0.5121617800249484,0.47125098962991246
17,0.1639769644698981,0.8678613722418677,0.4941553683262657,0.7507073688832524,0.4634056245500266,0.4215304120817218,0.8004801293882833,0.2831306400291973,0.6952770585130886,0.8491837144458371
18,0.28972741853423384,0.8462151699652605,0.49398894254540543,0.6140027252720405,0.17042569583210007,0.04700450822769976,0.9298132820597267,0.05715822798536098,0.7435184380894575,0.871232500227147
19,0.3851052274295982,0.8324698392190004,0.24594809443037965,0.6862424463061536,0.32916986930898606,0.6742306231764327,0.7714520460089361,0.4627858044042951,0.6113288978073335,0.35372012473494946
20,0.9246707512286324,0.4708518782602817,0.13951751330821824,0.506230764076971,0.22622723315028803,0.0940520938768535,0.09652652752491689,0.9455851834755734,0.6774757826165007,0.892904013381864
21,0.09808401870151673,0.29169552452522146,0.5895875883852695,0.2887782774373646,0.5188576597452934,0.9647843739913252,0.24961822259669048,0.222284063158173,0.2836394106127651,0.6310766666612844
22,0.1276449066859609,0.32104010317858594,0.4594230099873823,0.0811698752576084,0.5512751054779593,0.4171557504623271,0.8639786715735329,0.6464318617188812,0.062287476045857444,0.5031515053418371
23,0.767780369767448,0.48170974794371346,0.08926167655999424,0.5940699082670867,0.8835608820802529,0.7153377874602437,0.3290432451142452,0.6215994767691599,0.08146151070696206,0.4719956396198747
24,0.26708137445535096,0.23949491444390952,0.8960513473249132,0.7383410316675642,0.5305121886376676,0.7855115328543083,0.5314969696230845,0.7200164698576489,0.6789904794393512,0.4456335947825786
25,0.16161529681265882,0.7711329231817244,0.5791110908165195,0.3844923626942621,0.4529071839545532,0.4376155978277522,0.8566003998298718,0.5280637561247263,0.6528225285162247,0.4125920326432281
26,0.6728972438687371,0.7880422861279891,0.33615685245603283,0.9329935340669019,0.894933178970288,0.8737419449667356,0.2571849644212319,0.47224016906075444,0.5365656207854992,0.03836622742114124
27,0.5691664327923776,0.4202976551736505,0.6696111927913115,0.14293276295025334,0.04725875419669318,0.5259479571946624,0.5797528260001964,0.6944249402116341,0.8218227156931658,0.5119728589900221
28,0.15621977631650721,0.9201642038057186,0.5283546192339739,0.6626855578412995,0.5281202041451944,0.433034891307623,0.8431435369035616,0.5010858480570181,0.27697387644187105,0.8233331385269427
29,0.5231965698450776,0.1564715103772297,0.2968186475751915,0.3048534197709292,0.028781183594114704,0.15919612644521186,0.3193742655408603,0.8981992452990462,0.8834005891371053,0.06256361115863482
30,0.6954240585820628,0.2208521151665459,0.0010893251076178325,0.050049437319635036,0.500546708331426,0.6081748942975832,0.522155772369349,0.03885084832675532,0.41982129728857115,0.024699847812602038
31,0.6667457438328045,0.5776977207325283,0.803358417001288,0.00023180110117774932,0.46892571558774165,0.27429493614107486,0.9087080560048411,0.6880041143826121,0.4395073080656112,0.6697442560704792
32,0.2776441147837703,0.9089040431642056,0.5999689510144129,0.8919696998680423,0.2562775553426349,0.07563826926011934,0.9061357468633989,0.13075630387878287,0.2630394118371796,0.5879817764751051
33,0.9461688003014463,0.7556137124973088,0.5871368969077901,0.23348469263505028,0.43837593838835137,0.6670080740299499,0.2455663729998944,0.21700626642239446,0.0457864847911003,0.5126322816033082
34,0.0319961775537702,0.9594885220693359,0.4327925158416922,0.34773913010047197,0.8185574121794308,0.5326280194046576,0.32736435914396284,0.4152226274707342,0.43239407456785334,0.677194135239937
35,0.6889614410022573,0.9730310624342685,0.483883161674641,0.6701436294371148,0.14177817883668267,0.8558262042605947,0.1630255895353936,0.5662110523928992,0.44120870137937496,0.40262304961400414
36,0.37484275722126476,0.46526640792549195,0.17296851145845146,0.8671000354223842,0.9593152917253678,0.9798046122760377,0.8805129824617065,0.7529738041077626,0.8645877824980894,0.1879664094404661
37,0.024618763226989214,0.7919110562039565,0.301420296262605,0.06336561805406683,0.8496206913764498,0.5238929183910739,0.41446629534990004,0.18664451625427236,0.4469540780048506,0.6256900334280325
38,0.046932698342191076,0.5192157665641551,0.7075258037824003,0.3455768158395287,0.5764567078319838,0.6211176161219165,0.913250234723602,0.8666931996252542,0.47524917262110844,0.2145846330084307
39,0.7402494553559464,0.9640939206665223,0.3540855036215839,0.09092793376283932,0.7240044767125202,0.7508473942713105,0.09307706259943221,0.7691558218721302,0.09735144442686919,0.8269365688046761
40,0.7582713910557484,0.6402251492882457,0.45094850366708367,0.25741607015619605,0.17010312497100671,0.46296298521351986,0.15717493487085268,0.7472850235145732,0.6126026528898455,0.2865256480061627
41,0.3694412318819584,0.15318964032807683,0.07994321788127227,0.7229990569418843,0.9427742260553195,0.6093812426553733,0.6828424715844488,0.8107436728375254,0.27178840739778926,0.357192107225025
42,0.9900649294431081,0.5499707548927139,0.9337021403139527,0.07798092630757075,0.7813233143179948,0.20278784852372803,0.18720441280119957,0.43337320646905597,0.855140672898072,0.8101198477091072
43,0.982348582721383,0.8605510898460835,0.11182000717687862,0.8555474787265593,0.7325354831595676,0.0012220365644004492,0.022010572862984423,0.4615561735471341,0.08800680951663438,0.829632805246403
44,0.6199003848421868,0.7310656215885767,0.1819982439209303,0.49098792998985225,0.13850997959699934,0.7029450230395449,0.1481024639088029,0.562704758385212,0.18530476516507652,0.8016272568294197
45,0.8413161485314765,0.40867287846318395,0.06644128915285356,0.16732931360076128,0.21413114833277083,0.0984592188000274,0.11053763848673367,0.679151835362673,0.15796714644613735,0.22320539161060282
46,0.285061508243003,0.7401720959057576,0.7037642915574025,0.6724507111582297,0.32440403587436917,0.23679711106985935,0.9636599072883582,0.8836840956505888,0.4328301627570431,0.6590063753187076
47,0.1440355470575876,0.9401869337873167,0.1863387529546623,0.22433782641308975,0.2529438636842293,0.32565513569948423,0.7983632888715346,0.2683058995928274,0.4314588367038963,0.2646276561772091
48,0.6562369282360848,0.5975368259779619,0.44856763702099195,0.5800862547813195,0.9784501719454964,0.8961663963896107,0.26598809925584466,0.5695544847961093,0.8051672022966274,0.4741685821139578
49,0.21287072242903826,0.9696261228532834,0.290216121454332,0.9099322746733374,0.2983164553464914,0.22350839359529526,0.7578939794941482,0.6809968046748421,0.5529204316861832,0.406513210096009
50,0.35110832582081525,0.35209442213736064,0.5166776106587738,0.9018584628693376,0.9617061730155002,0.8090089292518643,0.6064702707043614,0.16752038073339845,0.6499409916335218,0.6744294533220203
51,0.018519619282643566,0.8423311318210718,0.663763252173186,0.545808616336947,0.6233093129575837,0.5580442473900901,0.6296120581389499,0.5280052702352118,0.3659482220487796,0.626448625739085
52,0.6226690335379973,0.3583610670722414,0.4128340192063582,0.5949616826007437,0.6864834512648499,0.8410572493904895,0.6409431000413166,0.23616324966979496,0.8537644862117341,0.27326944370914424
53,0.6746699270028891,0.1694965761662703,0.01689178469060806,0.6814286487769301,0.8029569570079382,0.411609275185688,0.6821101611937794,0.8467473721610884,0.009657827095734444,0.17540766092807966
54,0.9914721157012684,0.2580427686011012,0.634492649513239,0.24860989650786405,0.6626154474917608,0.36785609337067904,0.22868665949571612,0.7659560086484034,0.08586715382840847,0.03848329791264327
55,0.640806644390383,0.6657393366980962,0.49420513521208104,0.6313947293255965,0.24128934006085273,0.5410965377286735,0.3175082156849851,0.2517422928952745,0.3615356525319312,0.8878148291369659
56,0.532270988645125,0.6838038537261778,0.4333974915686728,0.7577859984084477,0.4958456327050643,0.3673404090231167,0.6635566650623143,0.3977803644553163,0.9605095400560621,0.38058264817750215
57,0.15684434362368843,0.9716435298723805,0.17937018784971864,0.815737095544383,0.2189672263990592,0.3209746113644136,0.7703027703294693,0.5555289412553701,0.1525355326975341,0.6643897148646867
58,0.7065115404838541,0.1142615199377854,0.11415574995955734,0.6598590905339459,0.4814496566821089,0.19698018408180298,0.8278552605208583,0.10066962374705023,0.6794749582843364,0.6084707222484845
59,0.7615470875101416,0.48814911142759004,0.44347301560734875,0.39360810671047475,0.2571797311138071,0.5832745669567709,0.34995693114194293,0.337735560851803,0.21608401340694575,0.871058290571226
60,0.2535055697722853,0.5843102926044358,0.9209668666590788,0.1137178161986265,0.4514142696840109,0.5716096322308754,0.5454342629500694,0.2110582667799416,0.5192855066331151,0.8709417423490751
61,0.33246922850592153,0.10829552536177066,0.7040181501205433,0.07180419706388125,0.1334456088619761,0.3385095174843278,0.2193232070350795,0.20395766403703489,0.7364781861699644,0.250186098461305
